total_packets,unique_ports,syn_packets,syn_ratio,avg_packet_size,packet_rate
342,28,73,0.2134502923976608,1492.184299554096,275.9216003310135
320,71,236,0.7375,342.32172636405676,193.56139472742723
259,74,161,0.6216216216216216,1030.7976690162009,73.09252528763712
123,47,96,0.7804878048780488,1218.6645470941057,120.31646150797519
192,34,56,0.2916666666666667,1158.0898658818426,184.72740089962284
249,86,161,0.6465863453815262,325.3532261307713,180.32875638425395
343,68,190,0.5539358600583091,1267.727244497447,79.54102363183645
370,79,219,0.5918918918918918,542.6287901157198,59.80396740719322
481,22,378,0.7858627858627859,501.7974412604931,158.7341919211005
351,98,152,0.43304843304843305,1324.3084016324897,278.4867020909701
231,48,111,0.4805194805194805,903.5525359939184,220.69840913791649
253,86,51,0.2015810276679842,899.2535704516039,279.56843625177487
135,56,93,0.6888888888888889,1298.3289033896172,273.09651503261546
246,27,107,0.4349593495934959,929.2475167725144,55.67013502719141
306,100,53,0.17320261437908496,683.186896809379,89.52752392382116
495,81,256,0.5171717171717172,702.5501001928703,287.79877846743307
426,63,166,0.38967136150234744,622.4287042532692,270.2454620374559
469,89,67,0.14285714285714285,1150.9078785419701,218.90950384078042
263,92,88,0.33460076045627374,626.0128366632902,145.84486408923038
376,24,206,0.5478723404255319,1176.638264441673,67.17587424437127
140,26,87,0.6214285714285714,954.3724150426877,109.03045459452767
353,44,235,0.6657223796033994,778.207854590637,178.457036407602
392,59,172,0.4387755102040816,572.3769033202345,156.84596534368438
201,67,52,0.25870646766169153,994.9279559373471,170.14866972552903
302,91,168,0.5562913907284768,1420.2289723023337,59.20737357630377
328,62,284,0.8658536585365854,1410.3531168609832,191.71718476466208
117,64,73,0.6239316239316239,855.5343422568352,68.46749692537014
321,82,52,0.16199376947040497,434.2244784630175,195.47839696696954
380,20,118,0.3105263157894737,476.0926644790854,161.8368548473941
103,51,95,0.9223300970873787,1056.0442490141033,233.67455890556255
327,86,274,0.8379204892966361,587.5129033575752,178.72654613823494
462,92,349,0.7554112554112554,718.5123764960015,205.27546398440649
384,79,207,0.5390625,465.6337689843879,158.48508731222495
100,84,90,0.9,763.909710804615,263.7962126050327
354,55,295,0.8333333333333334,294.8746549274341,128.1515189043734
193,27,65,0.33678756476683935,1011.8966130915076,208.16214548576448
352,70,246,0.6988636363636364,1496.304448216672,67.78504005067052
170,27,169,0.9941176470588236,1246.4705200233254,173.3938166677574
335,57,180,0.5373134328358209,347.5512499545029,71.61658217917977
475,23,231,0.4863157894736842,950.0635494690321,278.48442259387264
382,75,261,0.6832460732984293,1212.9450516707593,166.10065925011236
208,25,164,0.7884615384615384,1231.9204279871915,120.10014133392076
315,48,291,0.9238095238095239,650.6791626332347,185.00701360561075
305,90,229,0.7508196721311475,1235.0545459739276,130.73838640920235
307,79,86,0.28013029315960913,726.5137670562111,129.48966027578086
458,62,382,0.834061135371179,225.53287448460983,90.98097462479302
339,76,112,0.3303834808259587,282.1854761405865,256.28995323022014
125,40,52,0.416,1081.0130686988796,214.80562441642522
447,51,353,0.7897091722595079,315.87158918224566,176.62971930901847
124,41,109,0.8790322580645161,693.8580662490513,73.4415126876061
292,45,185,0.6335616438356164,1099.6702296485148,58.48933683248074
438,69,403,0.9200913242009132,1240.355506841471,227.4742551844476
414,27,77,0.1859903381642512,1155.2786033505413,134.89404021041477
498,76,269,0.5401606425702812,1019.0007330950942,139.34854991004354
216,51,63,0.2916666666666667,915.2416176385506,57.92128095959199
431,42,181,0.419953596287703,1027.4511478236295,68.85187020386009
137,22,121,0.8832116788321168,605.7905898883898,282.28810421780264
303,36,185,0.6105610561056105,1183.7915926821042,93.30507755023768
441,51,383,0.8684807256235828,504.93544073140833,193.99745292558936
382,79,157,0.4109947643979058,769.4628344495095,175.30996663321804
113,65,66,0.584070796460177,1491.0571116538995,68.36720667031105
305,95,138,0.4524590163934426,1304.6798399402774,131.40183721425797
367,66,246,0.670299727520436,923.8997107980261,283.78804533239884
246,48,90,0.36585365853658536,525.2945171116,199.1521286986764
341,93,322,0.9442815249266863,855.9519302762687,177.2163629380919
354,100,311,0.8785310734463276,1403.6287687184497,253.7087484198655
372,74,320,0.8602150537634409,1191.1456845424932,180.87018827988967
456,99,303,0.6644736842105263,857.4817817139865,188.31012663800226
409,35,169,0.4132029339853301,864.0319982641139,98.01075757682291
157,91,138,0.8789808917197452,1399.3330178068254,147.7445112804983
237,29,64,0.270042194092827,320.8359182844791,225.44820609504197
221,76,61,0.27601809954751133,819.3291089497163,277.35234654954104
214,31,87,0.40654205607476634,905.4046384267659,127.03345493743663
386,33,109,0.2823834196891192,521.1252948950084,196.04382934935458
298,51,220,0.738255033557047,914.1557518510632,152.5496462584185
258,100,84,0.32558139534883723,797.8349652037963,100.37666321785683
265,38,103,0.3886792452830189,419.39038839681496,247.4261400860755
321,25,205,0.6386292834890965,624.2715416538952,296.6119005473776
291,93,290,0.9965635738831615,436.3642764320483,116.58400855454391
404,35,266,0.6584158415841584,685.5845062662402,85.78273332691023
127,22,76,0.5984251968503937,895.187012118852,129.08945819138233
409,83,287,0.7017114914425427,201.51397537383153,255.76600191772422
461,21,433,0.9392624728850325,1134.8203206386152,138.58260515693246
247,57,116,0.46963562753036436,977.1571759612128,178.12510580593758
384,61,329,0.8567708333333334,1026.5009979112692,159.10045247373554
211,98,70,0.33175355450236965,517.7418457579131,221.42716835370504
287,93,156,0.5435540069686411,739.3081675670163,188.65658032250988
143,52,101,0.7062937062937062,617.2876938409958,270.77005810082676
341,56,77,0.22580645161290322,984.7066532528069,166.9563990670069
487,56,271,0.5564681724845996,247.75178497324657,186.86065276153678
301,100,180,0.5980066445182725,1119.5321900020135,166.45852606408107
342,22,224,0.6549707602339181,640.3341317331922,125.35197047631954
387,66,387,1.0,733.2569426414178,289.07329093175576
263,26,191,0.7262357414448669,1120.6468301555392,256.9037542318383
289,38,254,0.8788927335640139,1414.6315432131958,171.28879898974725
269,49,201,0.7472118959107806,707.648592364945,271.02598176745
137,50,114,0.8321167883211679,318.9598469171735,122.47660029008263
384,44,310,0.8072916666666666,722.1799713036465,149.70421039122124
278,37,109,0.3920863309352518,1041.1941164950003,141.30644478515313
193,89,144,0.7461139896373057,881.0649737855878,197.7085490898195
486,25,442,0.9094650205761317,1497.4421699891516,292.0501683547716
350,82,208,0.5942857142857143,1125.7238830224132,119.52744067489766
346,40,97,0.28034682080924855,421.89273730744776,190.95869995044137
485,48,462,0.9525773195876288,601.4314143666943,191.53598675474504
320,59,164,0.5125,1235.1163962022554,74.62476274388153
255,45,70,0.27450980392156865,1166.2045691444578,188.65215692799424
357,24,330,0.9243697478991597,696.3200794710083,152.78234631703083
199,90,80,0.4020100502512563,567.0946702883707,84.19449609845998
497,35,422,0.8490945674044266,335.8711449140627,145.01569822663305
199,46,144,0.7236180904522613,819.8099018312198,181.6872062889677
274,32,175,0.6386861313868614,437.27649504238417,176.37269962691698
157,43,121,0.7707006369426752,1178.1371111611606,111.62708187071067
389,67,363,0.9331619537275064,1133.0669998876592,276.1568787909471
417,35,150,0.3597122302158273,1230.0172473690345,290.22604024177906
114,38,66,0.5789473684210527,1366.4291095521492,194.5881693691769
296,32,136,0.4594594594594595,941.1445049399654,148.40033981474048
266,97,55,0.20676691729323307,740.4673312448532,92.30471046078918
165,51,151,0.9151515151515152,819.378289930309,284.5761437651191
393,96,317,0.806615776081425,960.5530826607497,131.13330296176775
301,68,160,0.53156146179402,376.1150121842879,72.78654967728167
107,56,82,0.7663551401869159,1447.4958978122613,132.31307521255542
328,59,188,0.573170731707317,1206.440722561925,129.98794095498727
481,24,449,0.9334719334719335,427.76882419632176,147.49328288179186
241,93,207,0.8589211618257261,1290.7292894607317,56.69408933246965
128,99,94,0.734375,1143.1055192302997,175.9328742843334
416,91,176,0.4230769230769231,1369.0136184545383,56.75631894424522
186,89,149,0.8010752688172043,797.3424776402289,293.6285937710851
430,48,63,0.14651162790697675,1397.242199841445,191.21557250201093
322,94,276,0.8571428571428571,1339.640638209943,179.70368646441935
108,34,76,0.7037037037037037,490.28878524228946,115.7192512441441
136,83,128,0.9411764705882353,330.11672526335974,83.39747939402486
471,46,177,0.37579617834394907,1216.7894986302063,57.82030297082745
121,22,72,0.5950413223140496,890.9812300482909,78.58264750825072
220,100,195,0.8863636363636364,723.207204693573,299.19760033813236
439,53,221,0.5034168564920274,204.69129217670036,139.13678687225917
204,50,171,0.8382352941176471,483.68774129247566,258.9197414995799
240,85,128,0.5333333333333333,743.1828795587838,241.73146456843742
257,58,210,0.8171206225680934,1472.6221337004629,291.05789127433553
392,95,83,0.21173469387755103,299.9550611640618,151.45574086592973
489,88,281,0.5746421267893661,736.7180160610503,100.87510091437572
