total_packets,unique_ports,syn_packets,syn_ratio,avg_packet_size,packet_rate
51,5,0,0.0,1183.235294117647,10.2
3,1,0,0.0,62.0,0.6
6,1,0,0.0,132.33333333333334,1.2
1,1,0,0.0,267.0,0.2
4,1,0,0.0,107.0,0.8
15,2,0,0.0,106.6,3.0
1,1,0,0.0,267.0,0.2
2,1,0,0.0,413.0,0.4
3,1,0,0.0,179.0,0.6
3,1,0,0.0,291.0,0.6
2,1,0,0.0,92.0,0.4
1,1,0,0.0,119.0,0.2
335,2,23,0.06865671641791045,193.30149253731344,67.0
57,2,0,0.0,913.0175438596491,11.4
16,2,0,0.0,1014.5,3.2
39,2,0,0.0,418.7692307692308,7.8
1,1,0,0.0,179.0,0.2
24,3,0,0.0,154.125,4.8
37,1,0,0.0,913.1081081081081,7.4
10,2,0,0.0,301.1,2.0
4,1,0,0.0,147.0,0.8
9,1,0,0.0,185.0,1.8
24,1,0,0.0,1124.0833333333333,4.8
61,1,0,0.0,1254.950819672131,12.2
3,1,0,0.0,158.0,0.6
12,6,0,0.0,183.16666666666666,2.4
1,1,0,0.0,484.0,0.2
52,1,0,0.0,1422.1538461538462,10.4
1,1,0,0.0,56.0,0.2
1,1,0,0.0,267.0,0.2
2,1,0,0.0,73.5,0.4
1,1,0,0.0,230.0,0.2
7,1,0,0.0,554.4285714285714,1.4
1,1,0,0.0,404.0,0.2
1,1,0,0.0,63.0,0.2
1,1,0,0.0,716.0,0.2
1,1,0,0.0,713.0,0.2
16,1,0,0.0,1000.1875,3.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,167.0,0.2
6,1,0,0.0,146.5,1.2
2,2,0,0.0,66.0,0.4
1,1,0,0.0,66.0,0.2
1,1,0,0.0,267.0,0.2
42,1,0,0.0,1794.5714285714287,8.4
594,2,40,0.06734006734006734,355.66498316498314,118.8
1,1,0,0.0,227.0,0.2
7,1,0,0.0,120.57142857142857,1.4
1,1,0,0.0,56.0,0.2
52,1,0,0.0,1268.2884615384614,10.4
30,1,0,0.0,232.33333333333334,6.0
64,7,0,0.0,944.3125,12.8
12,1,0,0.0,411.5,2.4
38,2,0,0.0,733.3947368421053,7.6
16,1,0,0.0,317.0625,3.2
40,4,0,0.0,676.45,8.0
21,3,0,0.0,667.4761904761905,4.2
10,1,0,0.0,217.9,2.0
4,1,0,0.0,62.0,0.8
14,1,0,0.0,641.3571428571429,2.8
33,2,0,0.0,565.7878787878788,6.6
52,5,0,0.0,792.7884615384615,10.4
9,2,0,0.0,719.2222222222222,1.8
1,1,0,0.0,716.0,0.2
13,1,0,0.0,302.2307692307692,2.6
2,1,0,0.0,488.0,0.4
2,1,0,0.0,170.0,0.4
43,1,0,0.0,1268.1627906976744,8.6
14,1,0,0.0,606.8571428571429,2.8
9,1,0,0.0,681.5555555555555,1.8
8,2,0,0.0,87.75,1.6
1,1,0,0.0,484.0,0.2
7,2,0,0.0,188.28571428571428,1.4
1,1,0,0.0,169.0,0.2
51,5,0,0.0,983.0588235294117,10.2
598,3,21,0.03511705685618729,251.9297658862876,119.6
16,1,0,0.0,1169.5,3.2
183,7,0,0.0,289.57923497267757,36.6
7,1,0,0.0,92.0,1.4
4,1,0,0.0,63.0,0.8
8,1,0,0.0,696.75,1.6
106,2,0,0.0,961.188679245283,21.2
19,2,0,0.0,711.7894736842105,3.8
4,2,0,0.0,66.5,0.8
30,4,0,0.0,744.0666666666667,6.0
21,1,0,0.0,303.57142857142856,4.2
2,2,0,0.0,66.0,0.4
17,1,0,0.0,1082.2941176470588,3.4
7,1,0,0.0,256.85714285714283,1.4
3,1,0,0.0,351.3333333333333,0.6
7,2,0,0.0,558.5714285714286,1.4
22,5,0,0.0,102.81818181818181,4.4
4,1,0,0.0,302.75,0.8
4,2,0,0.0,113.75,0.8
2,2,0,0.0,54.0,0.4
8,3,0,0.0,66.25,1.6
2,1,0,0.0,67.0,0.4
9,1,0,0.0,245.33333333333334,1.8
14,2,0,0.0,951.4285714285714,2.8
10,1,0,0.0,168.9,2.0
1,1,0,0.0,70.0,0.2
1,1,0,0.0,82.0,0.2
1,1,0,0.0,488.0,0.2
7,1,0,0.0,283.57142857142856,1.4
1,1,0,0.0,267.0,0.2
1,1,0,0.0,137.0,0.2
13,2,0,0.0,692.2307692307693,2.6
1,1,0,0.0,66.0,0.2
2,2,0,0.0,66.0,0.4
1,1,0,0.0,66.0,0.2
1,1,0,0.0,117.0,0.2
1,1,0,0.0,103.0,0.2
1,1,0,0.0,78.0,0.2
3,1,0,0.0,228.33333333333334,0.6
17,2,0,0.0,581.1764705882352,3.4
39,3,0,0.0,691.9487179487179,7.8
676,3,16,0.023668639053254437,303.56508875739644,135.2
48,2,0,0.0,1243.9166666666667,9.6
55,5,0,0.0,278.8727272727273,11.0
5,1,0,0.0,78.0,1.0
24,3,0,0.0,662.0,4.8
12,1,0,0.0,764.4166666666666,2.4
32,2,0,0.0,708.65625,6.4
12,3,0,0.0,194.66666666666666,2.4
31,2,0,0.0,501.80645161290323,6.2
4,1,0,0.0,69.0,0.8
38,5,0,0.0,98.28947368421052,7.6
8,3,0,0.0,65.25,1.6
33,2,0,0.0,769.6969696969697,6.6
6,1,0,0.0,114.0,1.2
14,1,0,0.0,264.35714285714283,2.8
150,1,0,0.0,1281.9933333333333,30.0
10,2,0,0.0,158.6,2.0
9,1,0,0.0,252.33333333333334,1.8
85,2,0,0.0,1223.6941176470589,17.0
36,2,0,0.0,738.5,7.2
1,1,0,0.0,119.0,0.2
106,1,0,0.0,1292.0,21.2
27,1,0,0.0,547.6296296296297,5.4
81,2,0,0.0,1058.2222222222222,16.2
1,1,0,0.0,119.0,0.2
12,1,0,0.0,598.5833333333334,2.4
2,2,0,0.0,56.0,0.4
8,6,0,0.0,65.0,1.6
1,1,0,0.0,56.0,0.2
1,1,0,0.0,56.0,0.2
1,1,0,0.0,119.0,0.2
2,1,0,0.0,67.0,0.4
258,1,0,0.0,1273.4767441860465,51.6
570,2,9,0.015789473684210527,336.5877192982456,114.0
6,1,0,0.0,149.66666666666666,1.2
2,1,0,0.0,927.0,0.4
36,2,0,0.0,757.5555555555555,7.2
125,6,0,0.0,411.032,25.0
63,2,0,0.0,1355.968253968254,12.6
1,1,0,0.0,54.0,0.2
11,1,0,0.0,141.36363636363637,2.2
4,1,0,0.0,67.5,0.8
97,1,0,0.0,1183.3917525773195,19.4
1,1,0,0.0,56.0,0.2
4,1,0,0.0,117.0,0.8
9,1,0,0.0,104.0,1.8
1,1,0,0.0,267.0,0.2
152,4,0,0.0,1165.1315789473683,30.4
2,1,0,0.0,158.0,0.4
10,2,0,0.0,338.9,2.0
7,3,0,0.0,100.57142857142857,1.4
19,1,0,0.0,1061.6315789473683,3.8
4,1,0,0.0,299.5,0.8
30,1,0,0.0,594.9666666666667,6.0
15,2,0,0.0,358.8666666666667,3.0
8,1,0,0.0,173.875,1.6
4,1,0,0.0,55.0,0.8
1,1,0,0.0,484.0,0.2
6,1,0,0.0,584.5,1.2
10,1,0,0.0,86.1,2.0
2,1,0,0.0,66.0,0.4
1,1,0,0.0,484.0,0.2
609,2,15,0.024630541871921183,261.1592775041051,121.8
141,2,0,0.0,1508.340425531915,28.2
245,1,0,0.0,1164.0,49.0
108,2,0,0.0,1328.0740740740741,21.6
25,2,0,0.0,737.48,5.0
47,2,0,0.0,569.0851063829788,9.4
31,1,0,0.0,442.61290322580646,6.2
23,1,0,0.0,633.6086956521739,4.6
46,1,0,0.0,917.1304347826087,9.2
17,6,0,0.0,63.294117647058826,3.4
1,1,0,0.0,56.0,0.2
2,1,0,0.0,115.0,0.4
3,1,0,0.0,480.6666666666667,0.6
1,1,0,0.0,927.0,0.2
1,1,0,0.0,158.0,0.2
3,2,0,0.0,346.3333333333333,0.6
10,1,0,0.0,296.0,2.0
6,1,0,0.0,67.83333333333333,1.2
16,2,0,0.0,546.25,3.2
38,2,0,0.0,740.578947368421,7.6
24,2,0,0.0,607.75,4.8
23,3,0,0.0,842.9130434782609,4.6
30,6,0,0.0,781.2333333333333,6.0
4,1,0,0.0,166.75,0.8
1,1,0,0.0,56.0,0.2
1,1,0,0.0,119.0,0.2
758,2,15,0.01978891820580475,260.4683377308707,151.6
130,2,0,0.0,1406.7076923076922,26.0
62,3,0,0.0,832.1774193548387,12.4
105,2,0,0.0,905.9238095238095,21.0
65,1,0,0.0,855.6307692307693,13.0
3,1,0,0.0,63.333333333333336,0.6
1,1,0,0.0,56.0,0.2
77,1,0,0.0,1409.844155844156,15.4
129,6,0,0.0,1232.9767441860465,25.8
3,1,0,0.0,59.333333333333336,0.6
38,1,0,0.0,785.9736842105264,7.6
18,1,0,0.0,927.7777777777778,3.6
28,2,0,0.0,730.4642857142857,5.6
12,2,0,0.0,246.66666666666666,2.4
37,1,0,0.0,1104.5675675675675,7.4
1,1,0,0.0,927.0,0.2
5,1,0,0.0,197.4,1.0
45,2,0,0.0,1084.5111111111112,9.0
23,1,0,0.0,296.82608695652175,4.6
1,1,0,0.0,1076.0,0.2
30,1,0,0.0,1157.7666666666667,6.0
24,1,0,0.0,479.9583333333333,4.8
14,1,0,0.0,671.2142857142857,2.8
16,1,0,0.0,776.875,3.2
7,1,0,0.0,280.7142857142857,1.4
7,1,0,0.0,122.0,1.4
14,2,0,0.0,196.28571428571428,2.8
7,1,0,0.0,903.5714285714286,1.4
4,1,0,0.0,202.75,0.8
1,1,0,0.0,711.0,0.2
25,2,0,0.0,839.04,5.0
165,1,0,0.0,1219.4848484848485,33.0
1,1,0,0.0,348.0,0.2
27,2,0,0.0,585.5555555555555,5.4
1,1,0,0.0,119.0,0.2
2,1,0,0.0,66.0,0.4
1,1,0,0.0,66.0,0.2
718,1,0,0.0,1272.883008356546,143.6
21,2,0,0.0,1256.142857142857,4.2
742,2,13,0.01752021563342318,303.9919137466307,148.4
23,1,0,0.0,901.6086956521739,4.6
24,1,0,0.0,802.5,4.8
25,2,0,0.0,365.32,5.0
3,1,0,0.0,380.0,0.6
4,3,0,0.0,393.0,0.8
11,2,0,0.0,347.09090909090907,2.2
4,1,0,0.0,721.5,0.8
1,1,0,0.0,66.0,0.2
2,1,0,0.0,353.0,0.4
2,1,0,0.0,55.0,0.4
1,1,0,0.0,56.0,0.2
1,1,0,0.0,56.0,0.2
4,2,0,0.0,736.25,0.8
110,1,0,0.0,978.9363636363636,22.0
31,3,0,0.0,362.6774193548387,6.2
2,1,0,0.0,55.0,0.4
5,5,0,0.0,266.0,1.0
2,2,0,0.0,56.0,0.4
6,3,0,0.0,64.66666666666667,1.2
2,1,0,0.0,1080.0,0.4
2,1,0,0.0,67.0,0.4
2,1,0,0.0,67.0,0.4
2,1,0,0.0,67.0,0.4
2,1,0,0.0,67.0,0.4
1,1,0,0.0,87.0,0.2
5,1,0,0.0,115.8,1.0
1,1,0,0.0,103.0,0.2
1,1,0,0.0,100.0,0.2
12,1,0,0.0,323.1666666666667,2.4
13,1,0,0.0,464.3076923076923,2.6
37,2,0,0.0,116.32432432432432,7.4
1,1,0,0.0,56.0,0.2
18,1,0,0.0,693.8888888888889,3.6
53,2,0,0.0,581.377358490566,10.6
30,2,0,0.0,482.4,6.0
1,1,0,0.0,119.0,0.2
2,1,0,0.0,333.5,0.4
34,1,0,0.0,616.7941176470588,6.8
1,1,0,0.0,119.0,0.2
24,1,0,0.0,596.375,4.8
66,3,0,0.0,886.6969696969697,13.2
3,1,0,0.0,55.333333333333336,0.6
6,1,0,0.0,491.0,1.2
3,1,0,0.0,55.333333333333336,0.6
6,1,0,0.0,142.5,1.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,119.0,0.2
200,1,0,0.0,1263.045,40.0
584,2,34,0.05821917808219178,300.73972602739724,116.8
36,2,0,0.0,731.3611111111111,7.2
45,2,0,0.0,912.5555555555555,9.0
7,2,0,0.0,374.85714285714283,1.4
35,4,0,0.0,555.4,7.0
136,1,0,0.0,1458.139705882353,27.2
44,4,0,0.0,619.7954545454545,8.8
33,2,0,0.0,342.90909090909093,6.6
30,1,0,0.0,369.2,6.0
19,1,0,0.0,617.1578947368421,3.8
3,1,0,0.0,562.0,0.6
16,1,0,0.0,358.125,3.2
2,1,0,0.0,127.0,0.4
2,1,0,0.0,1074.0,0.4
3,1,0,0.0,55.333333333333336,0.6
10,1,0,0.0,235.7,2.0
52,6,0,0.0,496.8269230769231,10.4
4,4,0,0.0,318.5,0.8
1,1,0,0.0,963.0,0.2
2,1,0,0.0,492.5,0.4
9,1,0,0.0,903.6666666666666,1.8
6,1,0,0.0,602.5,1.2
17,4,0,0.0,689.6470588235294,3.4
1,1,0,0.0,66.0,0.2
2,2,0,0.0,66.0,0.4
1,1,0,0.0,967.0,0.2
1,1,0,0.0,380.0,0.2
1,1,0,0.0,66.0,0.2
88,4,0,0.0,1377.4545454545455,17.6
685,2,22,0.032116788321167884,251.5226277372263,137.0
117,2,0,0.0,935.4188034188035,23.4
64,5,0,0.0,1384.5,12.8
26,3,0,0.0,337.2307692307692,5.2
9,1,0,0.0,598.4444444444445,1.8
10,1,0,0.0,331.4,2.0
183,13,0,0.0,973.0546448087432,36.6
33,2,0,0.0,565.8484848484849,6.6
64,6,0,0.0,392.109375,12.8
6,1,0,0.0,256.1666666666667,1.2
4,1,0,0.0,60.5,0.8
10,1,0,0.0,567.2,2.0
18,1,0,0.0,517.8888888888889,3.6
6,1,0,0.0,217.83333333333334,1.2
22,2,0,0.0,599.0909090909091,4.4
26,2,0,0.0,484.61538461538464,5.2
20,2,0,0.0,585.2,4.0
22,1,0,0.0,784.3636363636364,4.4
172,1,0,0.0,1277.7732558139535,34.4
3,3,0,0.0,359.3333333333333,0.6
2,1,0,0.0,721.5,0.4
1,1,0,0.0,388.0,0.2
1,1,0,0.0,267.0,0.2
6,1,0,0.0,175.33333333333334,1.2
46,2,0,0.0,1134.9130434782608,9.2
28,2,0,0.0,809.1785714285714,5.6
1,1,0,0.0,382.0,0.2
1,1,0,0.0,725.0,0.2
1,1,0,0.0,1080.0,0.2
2,1,0,0.0,492.5,0.4
4,1,0,0.0,110.0,0.8
2,2,0,0.0,56.0,0.4
1,1,0,0.0,119.0,0.2
2,1,0,0.0,74.0,0.4
1,1,0,0.0,56.0,0.2
1,1,0,0.0,103.0,0.2
4,1,0,0.0,119.0,0.8
44,1,0,0.0,1760.590909090909,8.8
33,1,0,0.0,190.4848484848485,6.6
264,3,7,0.026515151515151516,220.37121212121212,52.8
5,2,0,0.0,908.4,1.0
35,1,0,0.0,452.54285714285714,7.0
2,1,0,0.0,919.0,0.4
16,1,0,0.0,183.625,3.2
1,1,0,0.0,967.0,0.2
1,1,0,0.0,74.0,0.2
1,1,0,0.0,66.0,0.2
1,1,0,0.0,158.0,0.2
32,5,0,0.0,236.65625,6.4
1,1,0,0.0,963.0,0.2
12,1,0,0.0,759.0833333333334,2.4
1,1,0,0.0,167.0,0.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,267.0,0.2
10,1,0,0.0,825.5,2.0
1,1,0,0.0,708.0,0.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,56.0,0.2
303,1,0,0.0,1281.7590759075908,60.6
3,1,0,0.0,66.0,0.6
1,1,0,0.0,119.0,0.2
18,1,0,0.0,823.5555555555555,3.6
1,1,0,0.0,66.0,0.2
8,1,0,0.0,220.75,1.6
434,2,6,0.013824884792626729,414.7142857142857,86.8
323,1,0,0.0,1269.891640866873,64.6
2,1,0,0.0,1193.5,0.4
1,1,0,0.0,103.0,0.2
1,1,0,0.0,966.0,0.2
10,1,0,0.0,73.9,2.0
1,1,0,0.0,267.0,0.2
137,1,0,0.0,1853.5620437956204,27.4
24,1,0,0.0,834.7916666666666,4.8
68,1,0,0.0,84.8970588235294,13.6
1,1,0,0.0,267.0,0.2
7,1,0,0.0,178.0,1.4
7,1,0,0.0,547.2857142857143,1.4
109,1,0,0.0,1224.2844036697247,21.8
4,1,0,0.0,449.25,0.8
1,1,0,0.0,267.0,0.2
1,1,0,0.0,267.0,0.2
1,1,0,0.0,119.0,0.2
1,1,0,0.0,119.0,0.2
8,1,0,0.0,260.75,1.6
3,2,0,0.0,465.3333333333333,0.6
19,1,0,0.0,209.05263157894737,3.8
39,1,0,0.0,698.2051282051282,7.8
18,2,0,0.0,346.6666666666667,3.6
20,2,0,0.0,969.4,4.0
4,3,0,0.0,66.5,0.8
1,1,0,0.0,82.0,0.2
3,1,0,0.0,55.333333333333336,0.6
1,1,0,0.0,387.0,0.2
2,1,0,0.0,67.0,0.4
1,1,0,0.0,56.0,0.2
2,2,0,0.0,66.0,0.4
4,1,0,0.0,403.0,0.8
1,1,0,0.0,86.0,0.2
446,2,9,0.020179372197309416,211.47757847533632,89.2
214,1,0,0.0,1848.3551401869158,42.8
14,1,0,0.0,744.2857142857143,2.8
1,1,0,0.0,267.0,0.2
8,2,0,0.0,276.375,1.6
54,4,0,0.0,533.0555555555555,10.8
7,1,0,0.0,495.14285714285717,1.4
146,1,0,0.0,1025.6301369863013,29.2
20,1,0,0.0,607.3,4.0
7,1,0,0.0,69.28571428571429,1.4
2,1,0,0.0,55.0,0.4
10,1,0,0.0,271.1,2.0
30,1,0,0.0,507.53333333333336,6.0
1,1,0,0.0,484.0,0.2
1,1,0,0.0,722.0,0.2
5,1,0,0.0,98.8,1.0
26,3,0,0.0,542.6153846153846,5.2
27,2,0,0.0,974.1481481481482,5.4
1,1,0,0.0,267.0,0.2
2,1,0,0.0,46.0,0.4
103,7,0,0.0,497.07766990291265,20.6
381,2,21,0.05511811023622047,357.98950131233596,76.2
51,1,0,0.0,2000.6666666666667,10.2
8,2,0,0.0,70.25,1.6
1,1,0,0.0,724.0,0.2
13,1,0,0.0,427.3076923076923,2.6
1,1,0,0.0,342.0,0.2
12,1,0,0.0,280.5833333333333,2.4
77,3,0,0.0,1511.0,15.4
24,1,0,0.0,269.3333333333333,4.8
4,1,0,0.0,97.75,0.8
2,1,0,0.0,961.0,0.4
5,1,0,0.0,147.6,1.0
4,1,0,0.0,74.5,0.8
19,1,0,0.0,618.0,3.8
1,1,0,0.0,484.0,0.2
6,1,0,0.0,81.16666666666667,1.2
3,1,0,0.0,232.66666666666666,0.6
12,1,0,0.0,94.66666666666667,2.4
5,1,0,0.0,1273.2,1.0
33,3,0,0.0,459.3030303030303,6.6
1,1,0,0.0,1073.0,0.2
1,1,0,0.0,510.0,0.2
1,1,0,0.0,581.0,0.2
27,2,0,0.0,1064.111111111111,5.4
5,2,0,0.0,953.4,1.0
1,1,0,0.0,722.0,0.2
1,1,0,0.0,66.0,0.2
357,2,0,0.0,112.70868347338936,71.4
52,1,0,0.0,1542.076923076923,10.4
12,2,0,0.0,897.6666666666666,2.4
95,2,0,0.0,1690.178947368421,19.0
29,5,0,0.0,882.4827586206897,5.8
47,2,0,0.0,1248.8510638297873,9.4
